"Program"	"College"	"uni"	"program"	"stipend"	"value"	"year"	"year_in"	"comment"	"mo_12"	"mo_9"	"mo_3"	"fees"	"Uni"	"City"	"metro_area"	"rank"	"living"	"poverty"	"dist"	"dist2"	"year_start"
"Chemistry"	"Arts and Sciences"	"Portland State University"	"Chemistry"	24000	"1.03"	"2020-2021"	"1st"	"NA"	"$24,000"	"NA"	"NA"	"NA"	"Portland State University"	"Portland, OR"	"Portland-Vancouver-Hillsboro, OR"	"NA"	43347.2	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"Purdue University - West Lafayette"	"Chemistry"	23650	"1.12"	"2020-2021"	"NA"	"NA"	"$25,000"	"NA"	"NA"	"$1,350"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	"57"	32364.8	12875.2	0.060958853238265	0	"2020"
"Chemistry"	"Arts and Sciences"	"Purdue University - West Lafayette"	"Chemistry"	24553	"1.16"	"2020-2021"	"1st"	"NA"	"$25,000"	"NA"	"NA"	"$447"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	"57"	32364.8	12875.2	0.060958853238265	0	"2020"
"Chemistry"	"Arts and Sciences"	"Purdue University - West Lafayette"	"Chemistry"	25000	"1.18"	"2021-2022"	"1st"	"NA"	"$25,000"	"NA"	"NA"	"NA"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	"57"	32364.8	12875.2	0.060958853238265	0	"2021"
"Chemistry"	"Arts and Sciences"	"Purdue University - West Lafayette"	"Chemistry"	25350	"1.20"	"2021-2022"	"1st"	"NA"	"$25,350"	"NA"	"NA"	"NA"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	"57"	32364.8	12875.2	0.060958853238265	0	"2021"
"Chemistry"	"Arts and Sciences"	"Purdue University - West Lafayette"	"Chemistry"	25474	"1.20"	"2022-2023"	"1st"	"NA"	"$26,000"	"NA"	"NA"	"$526"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	"57"	32364.8	12875.2	0.060958853238265	0	"2022"
"Chemistry"	"Arts and Sciences"	"Purdue University - West Lafayette"	"Chemistry"	29500	"1.39"	"2022-2023"	"NA"	"NA"	"$29,500"	"NA"	"NA"	"NA"	"Purdue University--West Lafayette"	"West Lafayette, IN"	"Lafayette-West Lafayette, IN"	"57"	32364.8	12875.2	0.060958853238265	0	"2022"
"Chemistry"	"Arts and Sciences"	"Rensselaer Polytechnic Institute"	"Chemistry"	29823	"1.31"	"2020-2021"	"5th"	"NA"	"NA"	"$23,500"	"$6,600"	"$277"	"Rensselaer Polytechnic Institute"	"Troy, NY"	"Albany-Schenectady-Troy, NY"	"50"	36441.6	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"San Diego State University"	"Chemistry"	23000	"0.87"	"2020-2021"	"1st"	"NA"	"$25,000"	"NA"	"NA"	"$2,000"	"San Diego State University"	"San Diego, CA"	"San Diego-Carlsbad, CA"	"147"	45489.6	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"Southern Illinois University - Carbondale"	"Chemistry"	20592	"1.03"	"2020-2021"	"NA"	"NA"	"$20,592"	"NA"	"NA"	"NA"	"Southern Illinois University--Carbondale"	"Carbondale, IL"	"Carbondale-Marion, IL"	"254"	31179.2	12875.2	0.0245934959349594	0	"2020"
"Chemistry"	"Arts and Sciences"	"Southern Illinois University - Carbondale"	"Chemistry"	17777	"0.89"	"2020-2021"	"1st"	"NA"	"$20,000"	"NA"	"NA"	"$2,223"	"Southern Illinois University--Carbondale"	"Carbondale, IL"	"Carbondale-Marion, IL"	"254"	31179.2	12875.2	0.0245934959349594	0	"2020"
"Chemistry"	"Arts and Sciences"	"Southern Methodist University"	"Chemistry"	25000	"1.16"	"2022-2023"	"4th"	"NA"	"$25,000"	"NA"	"NA"	"NA"	"Southern Methodist University"	"Dallas, TX"	"Dallas-Fort Worth-Arlington, TX"	"64"	35422.4	12875.2	0	0	"2022"
"Chemistry"	"Arts and Sciences"	"Syracuse University"	"Chemistry"	28600	"1.34"	"2020-2021"	"4th"	"NA"	"$28,600"	"NA"	"NA"	"NA"	"Syracuse University"	"Syracuse, NY"	"Syracuse, NY"	"54"	34028.8	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"Syracuse University"	"Chemistry"	29746	"1.39"	"2021-2022"	"5th"	"TA $26,520 RA $28,886 TA both summer session $3,276 Medical insurance is subsidized by the <span class=\\truncated\\> University so it&#39;s $535 in the end</span>"	"NA"	"$26,520"	"$3,276"	"$50"	"Syracuse University"	"Syracuse, NY"	"Syracuse, NY"	"54"	34028.8	12875.2	0	0	"2021"
"Chemistry"	"Arts and Sciences"	"Syracuse University"	"Chemistry"	29500	"1.38"	"2020-2021"	"2nd"	"Not including cost of mandatory insurance. Required fees are from Graduate student org."	"NA"	"$26,000"	"$3,600"	"$100"	"Syracuse University"	"Syracuse, NY"	"Syracuse, NY"	"54"	34028.8	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"Temple University"	"Chemistry"	28650	"1.19"	"2020-2021"	"2nd"	"NA"	"$28,850"	"NA"	"NA"	"$200"	"Temple University"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	"104"	36108.8	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"Texas Tech University"	"Chemistry"	21000	"1.04"	"2020-2021"	"1st"	"NA"	"$22,000"	"NA"	"NA"	"$1,000"	"Texas Tech University"	"Lubbock, TX"	"Lubbock, TX"	"218"	30409.6	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"Texas Tech University"	"Chemistry"	25000	"1.23"	"2020-2021"	"2nd"	"Fees are required but reimbursed by the department"	"$25,000"	"NA"	"NA"	"NA"	"Texas Tech University"	"Lubbock, TX"	"Lubbock, TX"	"218"	30409.6	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"Tulane University"	"Chemistry"	28000	"1.22"	"2022-2023"	"1st"	"NA"	"$28,000"	"NA"	"NA"	"NA"	"Tulane University"	"New Orleans, LA"	"New Orleans-Metairie, LA"	"40"	33945.6	12875.2	0	0	"2022"
"Chemistry"	"Arts and Sciences"	"University of Arizona"	"Chemistry"	26500	"1.28"	"2020-2021"	"1st"	"Includes additional $2000 scholarship awarded in April."	"$27,000"	"NA"	"NA"	"$500"	"University of Arizona"	"Tucson, AZ"	"Tucson, AZ"	"117"	32156.8	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of California - Los Angeles"	"Chemistry"	34000	"1.31"	"2020-2021"	"1st"	"NA"	"$34,000"	"NA"	"NA"	"NA"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"20"	44969.6	12875.2	0.04970101680628	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of California - Los Angeles"	"Chemistry"	34000	"1.31"	"2022-2023"	"2nd"	"NA"	"$34,000"	"NA"	"NA"	"NA"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"20"	44969.6	12875.2	0.04970101680628	0	"2022"
"Chemistry"	"Arts and Sciences"	"University of Chicago"	"Chemistry"	35730	"1.47"	"2021-2022"	"1st"	"Plus health insurance coverage"	"$35,730"	"NA"	"NA"	"NA"	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	"6"	38313.6	12875.2	0	0	"2021"
"Chemistry"	"Arts and Sciences"	"University of Chicago"	"Chemistry"	32700	"1.35"	"2020-2021"	"5th"	"Medical insurance and health clinic fees were included in the salary. The true base salary was <span class=\\truncated\\> about $33k. </span>"	"$38,500"	"NA"	"NA"	"$5,800"	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	"6"	38313.6	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Chicago"	"Chemistry"	37000	"1.53"	"2022-2023"	"1st"	"$5k one-time if you get GRFP/other fellowships (for &#39;22-&#39;23, put wrong academic year before)"	"$37,000"	"NA"	"NA"	"NA"	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	"6"	38313.6	12875.2	0	0	"2022"
"Chemistry"	"Arts and Sciences"	"University of Chicago"	"Chemistry"	37000	"1.53"	"2020-2021"	"1st"	"$5k one-time if you get GRFP/other fellowships, but teaching still required even if you get it"	"$37,000"	"NA"	"NA"	"NA"	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	"6"	38313.6	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Cincinnati"	"Chemistry"	22500	"1.17"	"2020-2021"	"2nd"	"NA"	"$23,000"	"NA"	"NA"	"$500"	"University of Cincinnati"	"Cincinnati, OH"	"Cincinnati, OH"	"139"	31782.4	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Colorado - Boulder"	"Chemistry"	27868	"1.09"	"2020-2021"	"1st"	"Additional taxes taken out over summer, not guaranteed RA, could be a TA over summer."	"NA"	"$23,841"	"$7,947"	"$3,920"	"University of Colorado--Boulder"	"Boulder, CO"	"Boulder, CO"	"104"	42286.4	12875.2	0.0315860215053764	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Colorado - Boulder"	"Chemistry"	30980	"1.21"	"2020-2021"	"4th"	"Contracts drafted each semester."	"$33,480"	"NA"	"NA"	"$2,500"	"University of Colorado--Boulder"	"Boulder, CO"	"Boulder, CO"	"104"	42286.4	12875.2	0.0315860215053764	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Colorado - Boulder"	"Chemistry"	34216	"1.34"	"2020-2021"	"3rd"	"NA"	"$35,240"	"NA"	"NA"	"$1,024"	"University of Colorado--Boulder"	"Boulder, CO"	"Boulder, CO"	"104"	42286.4	12875.2	0.0315860215053764	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Florida"	"Chemistry"	24400	"1.07"	"2020-2021"	"NA"	"NA"	"$25,000"	"NA"	"NA"	"$600"	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	"34"	31740.8	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Florida"	"Chemistry"	25000	"1.10"	"2020-2021"	"1st"	"NA"	"$25,000"	"NA"	"NA"	"NA"	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	"34"	31740.8	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Georgia"	"Chemistry"	25000	"1.18"	"2021-2022"	"1st"	"NA"	"$25,000"	"NA"	"NA"	"NA"	"University of Georgia"	"Athens, GA"	"Athens-Clarke County, GA"	"50"	33051.2	12875.2	0	0	"2021"
"Chemistry"	"Arts and Sciences"	"University of Georgia"	"Chemistry"	24000	"1.13"	"2021-2022"	"1st"	"NA"	"$26,000"	"NA"	"NA"	"$2,000"	"University of Georgia"	"Athens, GA"	"Athens-Clarke County, GA"	"50"	33051.2	12875.2	0	0	"2021"
"Chemistry"	"Arts and Sciences"	"University of Hawaii - Manoa"	"Chemistry"	21480	"0.70"	"2020-2021"	"NA"	"NA"	"NA"	"$18,930"	"$3,000"	"$450"	"University of Hawaii--Manoa"	"Honolulu, HI"	"Urban Honolulu, HI"	"166"	45385.6	14830.4	0.0361552028218695	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Hawaii - Manoa"	"Chemistry"	20319	"0.67"	"2020-2021"	"4th"	"NA"	"$21,221"	"NA"	"NA"	"$902"	"University of Hawaii--Manoa"	"Honolulu, HI"	"Urban Honolulu, HI"	"166"	45385.6	14830.4	0.0361552028218695	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Houston"	"Chemistry"	26336	"1.21"	"2022-2023"	"NA"	"NA"	"$26,336"	"NA"	"NA"	"NA"	"University of Houston"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	"185"	34091.2	12875.2	0	0	"2022"
"Chemistry"	"Arts and Sciences"	"University of Illinois - Chicago"	"Chemistry"	26400	"1.09"	"2020-2021"	"4th"	"Fees are 50% less if you use your own healthcare provider."	"$28,800"	"NA"	"NA"	"$2,400"	"University of Illinois--Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	"132"	38313.6	12875.2	0.0315860215053764	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Illinois - Chicago"	"Chemistry"	27000	"1.11"	"2021-2022"	"1st"	"NA"	"$27,000"	"NA"	"NA"	"NA"	"University of Illinois--Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	"132"	38313.6	12875.2	0.0315860215053764	0	"2021"
"Chemistry"	"Arts and Sciences"	"University of Illinois - Chicago"	"Chemistry"	23440	"0.97"	"2020-2021"	"4th"	"NA"	"$25,440"	"NA"	"NA"	"$2,000"	"University of Illinois--Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	"132"	38313.6	12875.2	0.0315860215053764	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Illinois - Chicago"	"Chemistry"	23740	"0.98"	"2022-2023"	"1st"	"Gross $27600"	"NA"	"NA"	"NA"	"NA"	"University of Illinois--Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	"132"	38313.6	12875.2	0.0315860215053764	0	"2022"
"Chemistry"	"Arts and Sciences"	"University of Illinois - Urbana- Champaign"	"Chemistry"	27731	"1.26"	"2020-2021"	"1st"	"Includes one time $1000 relocation scholarship."	"$28,731"	"NA"	"NA"	"$1,000"	"University of Illinois--Urbana-Champaign"	"Champaign, IL"	"Champaign-Urbana, IL"	"48"	35422.4	12875.2	0.0620573870573872	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Illinois - Urbana- Champaign"	"Chemistry"	24000	"1.09"	"2020-2021"	"5th"	"NA"	"$25,000"	"NA"	"NA"	"$1,000"	"University of Illinois--Urbana-Champaign"	"Champaign, IL"	"Champaign-Urbana, IL"	"48"	35422.4	12875.2	0.0620573870573872	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Illinois - Urbana- Champaign"	"Chemistry"	25931	"1.18"	"2020-2021"	"1st"	"NA"	"$27,731"	"NA"	"NA"	"$1,800"	"University of Illinois--Urbana-Champaign"	"Champaign, IL"	"Champaign-Urbana, IL"	"48"	35422.4	12875.2	0.0620573870573872	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Illinois - Urbana- Champaign"	"Chemistry"	40000	"1.82"	"2022-2023"	"1st"	"NSF GRFP,  Distinguished Illinois Fellowship, and relocation bonus"	"$40,000"	"NA"	"NA"	"NA"	"University of Illinois--Urbana-Champaign"	"Champaign, IL"	"Champaign-Urbana, IL"	"48"	35422.4	12875.2	0.0620573870573872	0	"2022"
"Chemistry"	"Arts and Sciences"	"University of Illinois - Urbana- Champaign"	"Chemistry"	31000	"1.41"	"2023-2024"	"1st"	"NA"	"$31,500"	"NA"	"NA"	"$500"	"University of Illinois--Urbana-Champaign"	"Champaign, IL"	"Champaign-Urbana, IL"	"48"	35422.4	12875.2	0.0620573870573872	0	"2023"
"Chemistry"	"Arts and Sciences"	"University of Illinois - Urbana- Champaign"	"Chemistry"	29500	"1.34"	"2023-2024"	"1st"	"NA"	"$30,500"	"NA"	"NA"	"$1,000"	"University of Illinois--Urbana-Champaign"	"Champaign, IL"	"Champaign-Urbana, IL"	"48"	35422.4	12875.2	0.0620573870573872	0	"2023"
"Chemistry"	"Arts and Sciences"	"University of Louisville"	"Chemistry"	25000	"1.21"	"2021-2022"	"1st"	"NA"	"$25,000"	"NA"	"NA"	"NA"	"University of Louisville"	"Louisville, KY"	"Louisville/Jefferson County, KY"	"192"	32697.6	12875.2	0	0	"2021"
"Chemistry"	"Arts and Sciences"	"University of Maryland Baltimore County"	"Chemistry"	32000	"NA"	"2022-2023"	"1st"	"In addition full health and tuition costs is covered by the Department, which were very expensive <span class=\\truncated\\> at many other schools and had to come out of stipend.</span>"	"$32,000"	"NA"	"NA"	"NA"	"University of Maryland--Baltimore County"	"Baltimore, MD"	"Baltimore-Columbia-Towson, MD"	"166"	36483.2	12875.2	0.0690733243364823	0	"2022"
"Chemistry"	"Arts and Sciences"	"University of Massachusetts - Boston"	"Chemistry"	23298	"0.81"	"2020-2021"	"4th"	"Most of us have to pay for transportation.  Only an 11% discount on MBTA is offered for grad <span class=\\truncated\\> students. $550 for semester parking near our building.</span>"	"NA"	"$18,000"	"$7,000"	"$1,702"	"University of Massachusetts--Boston"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	"228"	46924.8	12875.2	0.0280423280423281	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Michigan - Ann Arbor"	"Chemistry"	31000	"1.34"	"2021-2022"	"1st"	"NA"	"$31,000"	"NA"	"NA"	"NA"	"University of Michigan--Ann Arbor"	"Ann Arbor, MI"	"Ann Arbor, MI"	"25"	38542.4	12875.2	0.0505421865715983	0	"2021"
"Chemistry"	"Arts and Sciences"	"University of Michigan - Ann Arbor"	"Chemistry"	34739	"1.51"	"2022-2023"	"1st"	"NA"	"$34,789"	"NA"	"NA"	"$50"	"University of Michigan--Ann Arbor"	"Ann Arbor, MI"	"Ann Arbor, MI"	"25"	38542.4	12875.2	0.0505421865715983	0	"2022"
"Chemistry"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Chemistry"	30380	"1.33"	"2020-2021"	"1st"	"This includes a $5000 Departmental Fellowship."	"$32,000"	"NA"	"NA"	"$1,620"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	"70"	37856	12875.2	0.0558487058487058	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Chemistry"	23000	"1.00"	"2021-2022"	"1st"	"NA"	"$26,000"	"NA"	"NA"	"$3,000"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	"70"	37856	12875.2	0.0558487058487058	0	"2021"
"Chemistry"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Chemistry"	26149	"1.14"	"2021-2022"	"1st"	"NA"	"$27,000"	"NA"	"NA"	"$851"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	"70"	37856	12875.2	0.0558487058487058	0	"2021"
"Chemistry"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Chemistry"	26400	"1.15"	"2020-2021"	"1st"	"NA"	"$27,000"	"NA"	"NA"	"$600"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	"70"	37856	12875.2	0.0558487058487058	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Chemistry"	40000	"1.75"	"2022-2023"	"1st"	"NA"	"NA"	"$35,000"	"$7,000"	"$2,000"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	"70"	37856	12875.2	0.0558487058487058	0	"2022"
"Chemistry"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Chemistry"	29800	"1.30"	"2023-2024"	"1st"	"NA"	"$30,000"	"NA"	"NA"	"$200"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	"70"	37856	12875.2	0.0558487058487058	0	"2023"
"Chemistry"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Chemistry"	30000	"1.31"	"2023-2024"	"1st"	"NA"	"$30,000"	"NA"	"NA"	"NA"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	"70"	37856	12875.2	0.0558487058487058	0	"2023"
"Chemistry"	"Arts and Sciences"	"University of Missouri"	"Chemistry"	24035	"1.17"	"2021-2022"	"1st"	"Plus a $2000 Supplemental Graduate Fellowship for the first year"	"$24,035"	"NA"	"NA"	"NA"	"University of Missouri"	"Columbia, MO"	"Columbia, MO"	"139"	32635.2	12875.2	0	0	"2021"
"Chemistry"	"Arts and Sciences"	"University of Nevada - Las Vegas"	"Chemistry"	25000	"1.10"	"2022-2023"	"4th"	"NA"	"$25,000"	"NA"	"NA"	"NA"	"University of Nevada--Las Vegas"	"Las Vegas, NV"	"Las Vegas-Henderson-Paradise, NV"	"NA"	33072	12875.2	0.0593637992831542	0	"2022"
"Chemistry"	"Arts and Sciences"	"University of Nevada - Reno"	"Chemistry"	22800	"1.08"	"2020-2021"	"1st"	"NA"	"$22,800"	"NA"	"NA"	"NA"	"University of Nevada--Reno"	"Reno, NV"	"Reno, NV"	"240"	33404.8	12875.2	0.0375118708452042	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of North Carolina - Chapel Hill"	"Chemistry"	27000	"1.21"	"2020-2021"	"3rd"	"NA"	"$27,000"	"NA"	"NA"	"NA"	"University of North Carolina--Chapel Hill"	"Chapel Hill, NC"	"Durham-Chapel Hill, NC"	"29"	35838.4	12875.2	0.0573364305071622	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of North Carolina - Chapel Hill"	"Chemistry"	28000	"1.26"	"2022-2023"	"1st"	"NA"	"$28,000"	"NA"	"NA"	"NA"	"University of North Carolina--Chapel Hill"	"Chapel Hill, NC"	"Durham-Chapel Hill, NC"	"29"	35838.4	12875.2	0.0573364305071622	0	"2022"
"Chemistry"	"Arts and Sciences"	"University of North Carolina - Chapel Hill"	"Chemistry"	27999	"1.26"	"2022-2023"	"4th"	"NA"	"$27,999"	"NA"	"NA"	"NA"	"University of North Carolina--Chapel Hill"	"Chapel Hill, NC"	"Durham-Chapel Hill, NC"	"29"	35838.4	12875.2	0.0573364305071622	0	"2022"
"Chemistry"	"Arts and Sciences"	"University of North Carolina - Greensboro"	"Chemistry"	22116	"1.03"	"2021-2022"	"NA"	"NA"	"$22,916"	"NA"	"NA"	"$800"	"University of North Carolina--Greensboro"	"Greensboro, NC"	"Greensboro-High Point, NC"	"272"	33529.6	12875.2	0.0245934959349594	0	"2021"
"Chemistry"	"Arts and Sciences"	"University of Pennsylvania"	"Chemistry"	34000	"1.41"	"2021-2022"	"1st"	"NA"	"$34,000"	"NA"	"NA"	"NA"	"University of Pennsylvania"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	"6"	36108.8	12875.2	0	0	"2021"
"Chemistry"	"Arts and Sciences"	"University of Pennsylvania"	"Chemistry"	34000	"1.41"	"2020-2021"	"2nd"	"NA"	"$34,000"	"NA"	"NA"	"NA"	"University of Pennsylvania"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	"6"	36108.8	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Pennsylvania"	"Chemistry"	34000	"1.41"	"2020-2021"	"6th and up"	"Stipend was $30,000 since at least 2015, but was raised to $34,000 in the summer of 2020. No dental <span class=\\truncated\\> insurance, but school will reimburse for 1/2 cost (~$550 total) if you opt in. Limited vision coverage with standard health care. We are not unionized, so cost of living increases are not guaranteed. </span>"	"$34,000"	"NA"	"NA"	"NA"	"University of Pennsylvania"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	"6"	36108.8	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Pennsylvania"	"Chemistry"	37000	"1.53"	"2022-2023"	"5th"	"NA"	"$37,000"	"NA"	"NA"	"NA"	"University of Pennsylvania"	"Philadelphia, PA"	"Philadelphia-Camden-Wilmington, PA"	"6"	36108.8	12875.2	0	0	"2022"
"Chemistry"	"Arts and Sciences"	"University of Pittsburgh"	"Chemistry"	32952	"1.59"	"2020-2021"	"1st"	"NA"	"$33,000"	"NA"	"NA"	"$48"	"University of Pittsburgh"	"Pittsburgh, PA"	"Pittsburgh, PA"	"57"	33321.6	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Rochester"	"Chemistry"	27410	"1.28"	"2020-2021"	"5th"	"Health Insurance not paid for."	"$27,500"	"NA"	"NA"	"$90"	"University of Rochester"	"Rochester, NY"	"Rochester, NY"	"29"	34736	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Rochester"	"Chemistry"	27500	"1.29"	"2021-2022"	"1st"	"NA"	"$27,500"	"NA"	"NA"	"NA"	"University of Rochester"	"Rochester, NY"	"Rochester, NY"	"29"	34736	12875.2	0	0	"2021"
"Chemistry"	"Arts and Sciences"	"University of Rochester"	"Chemistry"	27500	"1.29"	"2020-2021"	"1st"	"NA"	"$27,500"	"NA"	"NA"	"NA"	"University of Rochester"	"Rochester, NY"	"Rochester, NY"	"29"	34736	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of Rochester"	"Chemistry"	27490	"1.29"	"2020-2021"	"4th"	"NA"	"$27,500"	"NA"	"NA"	"$10"	"University of Rochester"	"Rochester, NY"	"Rochester, NY"	"29"	34736	12875.2	0	0	"2020"
"Chemistry"	"Arts and Sciences"	"University of South Carolina"	"Chemistry"	26000	"1.15"	"2020-2021"	"1st"	"NA"	"$26,000"	"NA"	"NA"	"NA"	"University of South Carolina"	"Columbia, SC"	"Columbia, SC"	"104"	35609.6	12875.2	0	0	"2020"
